model_name,source_project,target_project,scenario,top-1,top-5,top-10,MAP,MRR,n_reachable,n_test,denominator_corrected
COOBA,prefecthq/prefect,localstack/localstack,WP-large,0.0947368421052631,0.2210526315789473,0.3368421052631579,0.1256091889113421,0.164943861266687,,,False
COOBA,prefecthq/prefect,localstack/localstack,CP-cold-start,0.0,0.0526315789473684,0.0736842105263157,0.0199717538546735,0.0312584162681204,,,False
COOBA,mesonbuild/meson,qiskit/qiskit,CP-cold-start,0.0073529411764705,0.0183823529411764,0.0441176470588235,0.0216045877462582,0.0241467180512885,,,False
COOBA,prefecthq/prefect,localstack/localstack,CP-transfer,0.0947368421052631,0.1894736842105263,0.3157894736842105,0.1377095780982629,0.1588438049839526,,,False
COOBA,localstack/localstack,prefecthq/prefect,WP-small,0.0121951219512195,0.0853658536585365,0.1829268292682926,0.0568996389114181,0.0651427881728825,,,False
COOBA,localstack/localstack,prefecthq/prefect,WP-large,0.1097560975609756,0.2439024390243902,0.3536585365853658,0.1409395730445914,0.1770543396648811,,,False
COOBA,mesonbuild/meson,qiskit/qiskit,CP-transfer,0.0477941176470588,0.1948529411764706,0.2426470588235294,0.0934362486261252,0.1134121643036694,,,False
COOBA,qiskit/qiskit,mesonbuild/meson,WP-small,0.0476190476190476,0.1428571428571428,0.1957671957671957,0.0788587815835233,0.0903493751249833,,,False
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,CP-cold-start,0.0,0.0,0.0,0.0062793027646354,0.0063980358581614,,,False
COOBA,qiskit/qiskit,mesonbuild/meson,WP-large,0.074074074074074,0.1587301587301587,0.2063492063492063,0.1050401796975376,0.1132798513517467,,,False
COOBA,localstack/localstack,prefecthq/prefect,CP-cold-start,0.024390243902439,0.0853658536585365,0.1341463414634146,0.0328381703681979,0.0534032924522922,,,False
COOBA,localstack/localstack,prefecthq/prefect,CP-transfer,0.1097560975609756,0.2926829268292683,0.3780487804878049,0.155568119805324,0.1842100235705117,,,False
COOBA,pydata/xarray,numpy/numpy,WP-small,0.0186335403726708,0.0683229813664596,0.093167701863354,0.0449,0.0512,69.0,161.0,no
COOBA,pydata/xarray,numpy/numpy,WP-large,0.0124223602484472,0.1055900621118012,0.1925465838509316,0.0667,0.0677,69.0,161.0,no
COOBA,pydata/xarray,numpy/numpy,CP-cold-start,0.0186335403726708,0.0372670807453416,0.0496894409937888,0.023,0.0311,69.0,161.0,no
COOBA,qiskit/qiskit,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0211640211640211,0.0126356786398442,0.0116342747764833,,,False
COOBA,pydata/xarray,numpy/numpy,CP-transfer,0.031055900621118,0.0683229813664596,0.1180124223602484,0.0585,0.0629,69.0,161.0,no
COOBA,numpy/numpy,pydata/xarray,WP-small,0.0,0.16,0.28,0.0788,0.0916,25.0,25.0,no
COOBA,numpy/numpy,pydata/xarray,WP-large,0.08,0.24,0.56,0.1776,0.2076,25.0,25.0,no
COOBA,numpy/numpy,pydata/xarray,CP-cold-start,0.0,0.0,0.04,0.0197,0.02,25.0,25.0,no
COOBA,qiskit/qiskit,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0,0.0033618577276086,0.0031500379471228,,,False
COOBA,ipython/ipython,docker/compose,WP-small,0.1794871794871795,0.7264957264957265,0.8034188034188035,0.3387,0.3891,116.0,117.0,no
COOBA,ipython/ipython,docker/compose,WP-large,0.2478632478632478,0.717948717948718,0.8547008547008547,0.3913,0.4569,116.0,117.0,no
COOBA,ipython/ipython,docker/compose,CP-cold-start,0.0256410256410256,0.0769230769230769,0.094017094017094,0.0222,0.0565,116.0,117.0,no
COOBA,qiskit/qiskit,mesonbuild/meson,CP-transfer,0.0423280423280423,0.1693121693121693,0.1904761904761904,0.094200607627632,0.0990448838370493,,,False
COOBA,ansible/ansible,wagtail/wagtail,WP-small,0.0,0.0609756097560975,0.073170731707317,0.0177251608363657,0.0193015935124973,,,False
COOBA,ansible/ansible,wagtail/wagtail,WP-large,0.0365853658536585,0.0975609756097561,0.1341463414634146,0.0593362177446327,0.0623526125612133,,,False
COOBA,ansible/ansible,wagtail/wagtail,CP-cold-start,0.0,0.0121951219512195,0.024390243902439,0.0025548864842157,0.0045217933356743,,,False
COOBA,numpy/numpy,pydata/xarray,CP-transfer,0.08,0.36,0.68,0.2054,0.2355,25.0,25.0,no
COOBA,ipython/ipython,docker/compose,CP-transfer,0.1794871794871795,0.6581196581196581,0.811965811965812,0.311,0.3593,116.0,117.0,no
COOBA,pydata/xarray,mesonbuild/meson,WP-small,0.037037037037037,0.1587301587301587,0.201058201058201,0.0859475441974154,0.0921090025647562,,,False
COOBA,docker/compose,ipython/ipython,WP-small,0.0059171597633136,0.059171597633136,0.1183431952662721,0.0396,0.0475,98.0,169.0,no
COOBA,docker/compose,ipython/ipython,WP-large,0.0473372781065088,0.1479289940828402,0.2189349112426035,0.091,0.1103,98.0,169.0,no
COOBA,pydata/xarray,mesonbuild/meson,WP-large,0.0317460317460317,0.1587301587301587,0.1904761904761904,0.0780107821003784,0.082427569001643,,,False
COOBA,ansible/ansible,wagtail/wagtail,CP-transfer,0.0365853658536585,0.0853658536585365,0.1219512195121951,0.0567502556264207,0.0607825953527456,,,False
COOBA,pydata/xarray,mesonbuild/meson,CP-cold-start,0.0,0.0,0.0052910052910052,0.0067846462325934,0.0068690281538588,,,False
COOBA,wagtail/wagtail,ansible/ansible,WP-small,0.0,0.0064935064935064,0.0064935064935064,0.0032562112056243,0.0032069852883354,,,False
COOBA,docker/compose,ipython/ipython,CP-cold-start,0.0,0.0118343195266272,0.0118343195266272,0.0054,0.0068,98.0,169.0,no
COOBA,pydata/xarray,mesonbuild/meson,CP-transfer,0.0529100529100529,0.164021164021164,0.201058201058201,0.0829608905827313,0.0979158458498801,,,False
COOBA,mesonbuild/meson,pydata/xarray,WP-small,0.04,0.16,0.36,0.1281426404046549,0.1552008229324522,,,False
COOBA,wagtail/wagtail,ansible/ansible,WP-large,0.0064935064935064,0.0129870129870129,0.0129870129870129,0.0107012336172859,0.0107347075589236,,,False
COOBA,mesonbuild/meson,pydata/xarray,WP-large,0.04,0.32,0.6,0.1708677999960716,0.2094847719061274,,,False
COOBA,wagtail/wagtail,ansible/ansible,CP-cold-start,0.0,0.0,0.0,0.0022480016979242,0.002312269948209,,,False
COOBA,docker/compose,ipython/ipython,CP-transfer,0.0059171597633136,0.059171597633136,0.1420118343195266,0.0422,0.0497,98.0,169.0,no
COOBA,ipython/ipython,qiskit/qiskit,WP-small,0.0441176470588235,0.1580882352941176,0.2095588235294117,0.0783,0.1005,119.0,272.0,no
COOBA,wagtail/wagtail,ansible/ansible,CP-transfer,0.0,0.0194805194805194,0.0259740259740259,0.0085069126989656,0.0084352002966617,,,False
COOBA,mesonbuild/meson,pydata/xarray,CP-cold-start,0.0,0.04,0.08,0.0345854895190902,0.0329226804284189,,,False
COOBA,docker/compose,wagtail/wagtail,WP-small,0.0,0.0365853658536585,0.0853658536585365,0.0195712835099695,0.0230493241553933,,,False
COOBA,docker/compose,wagtail/wagtail,WP-large,0.024390243902439,0.073170731707317,0.1341463414634146,0.0455654443448126,0.0482646187074941,,,False
COOBA,docker/compose,wagtail/wagtail,CP-cold-start,0.0121951219512195,0.024390243902439,0.024390243902439,0.0177711477947041,0.0188260893826879,,,False
COOBA,ipython/ipython,qiskit/qiskit,WP-large,0.0588235294117647,0.2095588235294117,0.2757352941176471,0.0996,0.1327,119.0,272.0,no
COOBA,docker/compose,wagtail/wagtail,CP-transfer,0.024390243902439,0.0853658536585365,0.1341463414634146,0.0480031600086362,0.0528840393667094,,,False
COOBA,wagtail/wagtail,docker/compose,WP-small,0.0256410256410256,0.6837606837606838,0.7948717948717948,0.2625,0.2792,116.0,117.0,no
COOBA,wagtail/wagtail,docker/compose,WP-large,0.2564102564102564,0.7521367521367521,0.8632478632478633,0.3882,0.4504,116.0,117.0,no
COOBA,ipython/ipython,qiskit/qiskit,CP-cold-start,0.0183823529411764,0.0661764705882353,0.0955882352941176,0.0354,0.0468,119.0,272.0,no
COOBA,wagtail/wagtail,docker/compose,CP-cold-start,0.0085470085470085,0.1025641025641025,0.2991452991452991,0.0795,0.0843,116.0,117.0,no
COOBA,wagtail/wagtail,docker/compose,CP-transfer,0.0256410256410256,0.4786324786324786,0.7350427350427351,0.2002,0.205,116.0,117.0,no
COOBA,localstack/localstack,qiskit/qiskit,WP-small,0.0183823529411764,0.0845588235294117,0.1691176470588235,0.0469816413729447,0.0618619647371153,,,False
COOBA,mesonbuild/meson,pydata/xarray,CP-transfer,0.08,0.32,0.36,0.1682076297514228,0.1928932937794018,,,False
COOBA,pydata/xarray,localstack/localstack,WP-small,0.0631578947368421,0.1684210526315789,0.2842105263157894,0.094482720356047,0.138144116465369,,,False
COOBA,ipython/ipython,qiskit/qiskit,CP-transfer,0.0551470588235294,0.1948529411764706,0.2683823529411764,0.0895,0.1159,119.0,272.0,no
COOBA,qiskit/qiskit,ipython/ipython,WP-small,0.0059171597633136,0.0414201183431952,0.1301775147928994,0.0368810902926656,0.0435146345598376,,,False
COOBA,pydata/xarray,localstack/localstack,WP-large,0.0736842105263157,0.231578947368421,0.3368421052631579,0.1226309675208551,0.163639420849296,,,False
COOBA,pydata/xarray,localstack/localstack,CP-cold-start,0.0,0.0,0.031578947368421,0.0194849826042017,0.0190422854866706,,,False
COOBA,qiskit/qiskit,ipython/ipython,WP-large,0.0059171597633136,0.1005917159763313,0.2485207100591716,0.0609278131283686,0.0678580692867095,,,False
COOBA,localstack/localstack,qiskit/qiskit,WP-large,0.0808823529411764,0.1985294117647058,0.2463235294117647,0.1063467801358287,0.1398965593398807,,,False
COOBA,pydata/xarray,localstack/localstack,CP-transfer,0.0736842105263157,0.2210526315789473,0.3263157894736842,0.1131717354794561,0.1449376857246777,,,False
COOBA,localstack/localstack,pydata/xarray,WP-small,0.04,0.2,0.52,0.1347248621055694,0.1564561834112416,,,False
COOBA,localstack/localstack,pydata/xarray,WP-large,0.16,0.32,0.52,0.2339836405098461,0.2847149475911086,,,False
COOBA,localstack/localstack,qiskit/qiskit,CP-cold-start,0.0036764705882352,0.0220588235294117,0.0514705882352941,0.0121127270438054,0.0158919967762519,,,False
COOBA,localstack/localstack,pydata/xarray,CP-cold-start,0.0,0.04,0.04,0.027363238218079,0.0372248447300132,,,False
COOBA,localstack/localstack,pydata/xarray,CP-transfer,0.0,0.12,0.2,0.0733991480531591,0.0842819030440387,,,False
COOBA,numpy/numpy,scikit-learn/scikit-learn,WP-small,0.0,0.0217391304347826,0.0652173913043478,0.0267,0.0281,13.0,46.0,no
COOBA,numpy/numpy,scikit-learn/scikit-learn,WP-large,0.0,0.0217391304347826,0.0434782608695652,0.0224,0.0211,13.0,46.0,no
COOBA,localstack/localstack,qiskit/qiskit,CP-transfer,0.0441176470588235,0.150735294117647,0.2242647058823529,0.0813909123671607,0.0970862960780818,,,False
COOBA,qiskit/qiskit,ipython/ipython,CP-cold-start,0.0,0.0059171597633136,0.0059171597633136,0.0051634367584438,0.0048252924792967,,,False
COOBA,qiskit/qiskit,localstack/localstack,WP-small,0.0736842105263157,0.1894736842105263,0.2736842105263158,0.1129124631547312,0.140554866036556,,,False
COOBA,numpy/numpy,scikit-learn/scikit-learn,CP-cold-start,0.0217391304347826,0.0217391304347826,0.0434782608695652,0.0282,0.0294,13.0,46.0,no
COOBA,qiskit/qiskit,localstack/localstack,WP-large,0.0736842105263157,0.2631578947368421,0.3368421052631579,0.1230568102310641,0.1677872004462574,,,False
COOBA,numpy/numpy,scikit-learn/scikit-learn,CP-transfer,0.0,0.0,0.0,0.0081,0.0073,13.0,46.0,no
COOBA,scikit-learn/scikit-learn,numpy/numpy,WP-small,0.031055900621118,0.093167701863354,0.1801242236024844,0.0705,0.0787,69.0,161.0,no
BLAZE,lightning-ai/lightning,ipython/ipython,WP-small,0.2426,0.4024,0.5266,0.2925,0.3312,169.0,169.0,yes
BLAZE,jupyterlab/jupyterlab,qiskit/qiskit,CP-transfer,0.2574,0.5478,0.636,0.324,0.3944,269.0,272.0,yes
BLAZE,lightning-ai/lightning,ipython/ipython,WP-large,0.3491,0.6509,0.7278,0.414,0.4784,169.0,169.0,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,WP-small,0.025,0.025,0.05,0.0433,0.0429,38.0,40.0,yes
BLAZE,lightning-ai/lightning,ipython/ipython,CP-cold-start,0.1657,0.3018,0.355,0.2014,0.2355,169.0,169.0,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,WP-large,0.325,0.55,0.65,0.3372,0.4211,38.0,40.0,yes
BLAZE,lightning-ai/lightning,ipython/ipython,CP-transfer,0.2604,0.4911,0.5858,0.3172,0.376,169.0,169.0,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,CP-cold-start,0.175,0.4,0.5,0.2272,0.2815,38.0,40.0,yes
BLAZE,lightning-ai/lightning,ansible/ansible,WP-small,0.2078,0.3701,0.487,0.2307,0.293,154.0,154.0,yes
BLAZE,qiskit/qiskit,jupyterlab/jupyterlab,CP-transfer,0.275,0.425,0.55,0.2766,0.3564,38.0,40.0,yes
BLAZE,lightning-ai/lightning,ansible/ansible,WP-large,0.2468,0.5065,0.5909,0.2957,0.3691,154.0,154.0,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,WP-small,0.1098,0.3415,0.439,0.166,0.2127,81.0,82.0,yes
BLAZE,lightning-ai/lightning,ansible/ansible,CP-cold-start,0.1234,0.2273,0.3247,0.1504,0.1863,154.0,154.0,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,WP-large,0.2195,0.439,0.561,0.2728,0.3331,81.0,82.0,yes
BLAZE,lightning-ai/lightning,ansible/ansible,CP-transfer,0.2792,0.4935,0.5974,0.2984,0.3811,154.0,154.0,yes
BLAZE,ansible/ansible,lightning-ai/lightning,WP-small,0.16,0.5333,0.6133,0.2401,0.3154,75.0,75.0,yes
BLAZE,ansible/ansible,lightning-ai/lightning,WP-large,0.36,0.6533,0.7733,0.4083,0.4985,75.0,75.0,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,CP-cold-start,0.0366,0.1585,0.2317,0.0684,0.091,81.0,82.0,yes
BLAZE,ansible/ansible,lightning-ai/lightning,CP-cold-start,0.2533,0.4667,0.5467,0.2837,0.3532,75.0,75.0,yes
BLAZE,ansible/ansible,lightning-ai/lightning,CP-transfer,0.2933,0.6133,0.7067,0.3345,0.4491,75.0,75.0,yes
BLAZE,lightning-ai/lightning,localstack/localstack,WP-small,0.2,0.4526,0.5474,0.1984,0.3122,95.0,95.0,yes
BLAZE,lightning-ai/lightning,wagtail/wagtail,CP-transfer,0.2195,0.3902,0.5244,0.2582,0.3079,81.0,82.0,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,WP-small,0.2169,0.4286,0.5291,0.2627,0.318,188.0,189.0,yes
BLAZE,lightning-ai/lightning,localstack/localstack,WP-large,0.2526,0.5053,0.6,0.2634,0.3618,95.0,95.0,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,WP-large,0.3598,0.6402,0.7249,0.4206,0.4867,188.0,189.0,yes
BLAZE,lightning-ai/lightning,localstack/localstack,CP-cold-start,0.1579,0.3684,0.4526,0.156,0.2674,95.0,95.0,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,CP-cold-start,0.1429,0.3704,0.4921,0.2174,0.2569,188.0,189.0,yes
BLAZE,lightning-ai/lightning,localstack/localstack,CP-transfer,0.2,0.4421,0.4947,0.2158,0.3074,95.0,95.0,yes
BLAZE,localstack/localstack,lightning-ai/lightning,WP-small,0.2,0.48,0.6267,0.2846,0.3504,75.0,75.0,yes
BLAZE,prefecthq/prefect,mesonbuild/meson,CP-transfer,0.2963,0.5767,0.6772,0.3395,0.4124,188.0,189.0,yes
BLAZE,localstack/localstack,lightning-ai/lightning,WP-large,0.44,0.68,0.76,0.4491,0.5511,75.0,75.0,yes
BLAZE,localstack/localstack,lightning-ai/lightning,CP-cold-start,0.16,0.4533,0.5867,0.2321,0.298,75.0,75.0,yes
BLAZE,localstack/localstack,lightning-ai/lightning,CP-transfer,0.3333,0.6533,0.7867,0.3634,0.4845,75.0,75.0,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,WP-small,0.1463,0.2195,0.3293,0.1515,0.2027,81.0,82.0,yes
BLAZE,prefecthq/prefect,ansible/ansible,WP-small,0.2013,0.3766,0.487,0.2267,0.2926,154.0,154.0,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,WP-large,0.1829,0.4756,0.5732,0.2719,0.3245,81.0,82.0,yes
BLAZE,prefecthq/prefect,ansible/ansible,WP-large,0.2857,0.5,0.6364,0.3066,0.3881,154.0,154.0,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,CP-cold-start,0.122,0.3415,0.4512,0.176,0.2254,81.0,82.0,yes
BLAZE,prefecthq/prefect,ansible/ansible,CP-cold-start,0.0779,0.1494,0.1883,0.0904,0.1181,154.0,154.0,yes
BLAZE,prefecthq/prefect,wagtail/wagtail,CP-transfer,0.1829,0.4024,0.5488,0.2282,0.2864,81.0,82.0,yes
BLAZE,numpy/numpy,localstack/localstack,WP-small,0.1789,0.3684,0.4842,0.1673,0.274,95.0,95.0,yes
BLAZE,prefecthq/prefect,ansible/ansible,CP-transfer,0.1948,0.3571,0.4221,0.214,0.2701,154.0,154.0,yes
BLAZE,ansible/ansible,prefecthq/prefect,WP-small,0.1341,0.4024,0.5122,0.1942,0.2531,82.0,82.0,yes
BLAZE,ansible/ansible,prefecthq/prefect,WP-large,0.4024,0.622,0.7317,0.414,0.5171,82.0,82.0,yes
BLAZE,numpy/numpy,localstack/localstack,WP-large,0.3053,0.5158,0.6211,0.267,0.4056,95.0,95.0,yes
BLAZE,ansible/ansible,prefecthq/prefect,CP-cold-start,0.122,0.3659,0.5,0.1965,0.2475,82.0,82.0,yes
BLAZE,numpy/numpy,localstack/localstack,CP-cold-start,0.0737,0.2105,0.2737,0.0787,0.1509,95.0,95.0,yes
BLAZE,ansible/ansible,prefecthq/prefect,CP-transfer,0.2073,0.439,0.6585,0.2343,0.3317,82.0,82.0,yes
BLAZE,numpy/numpy,mesonbuild/meson,WP-small,0.2698,0.5026,0.6349,0.3007,0.3786,188.0,189.0,yes
BLAZE,numpy/numpy,localstack/localstack,CP-transfer,0.1789,0.4,0.5158,0.193,0.3029,95.0,95.0,yes
BLAZE,numpy/numpy,mesonbuild/meson,WP-large,0.3704,0.6455,0.709,0.4177,0.4965,188.0,189.0,yes
BLAZE,numpy/numpy,mesonbuild/meson,CP-cold-start,0.2116,0.4656,0.6296,0.2728,0.3331,188.0,189.0,yes
BLAZE,localstack/localstack,numpy/numpy,WP-small,0.3043,0.4845,0.5901,0.3523,0.3956,161.0,161.0,yes
BLAZE,numpy/numpy,mesonbuild/meson,CP-transfer,0.2593,0.5079,0.6614,0.3194,0.3762,188.0,189.0,yes
BLAZE,ipython/ipython,qiskit/qiskit,WP-small,0.2941,0.511,0.614,0.326,0.3981,269.0,272.0,yes
BLAZE,localstack/localstack,numpy/numpy,WP-large,0.2919,0.5652,0.6584,0.3794,0.4244,161.0,161.0,yes
BLAZE,localstack/localstack,numpy/numpy,CP-cold-start,0.1739,0.3168,0.4224,0.2244,0.2577,161.0,161.0,yes
BLAZE,localstack/localstack,numpy/numpy,CP-transfer,0.2857,0.528,0.6273,0.3593,0.4036,161.0,161.0,yes
BLAZE,numpy/numpy,qiskit/qiskit,WP-small,0.2647,0.5331,0.6213,0.3184,0.3821,269.0,272.0,yes
BLAZE,numpy/numpy,qiskit/qiskit,WP-large,0.3382,0.5735,0.6801,0.3951,0.453,269.0,272.0,yes
BLAZE,numpy/numpy,qiskit/qiskit,CP-cold-start,0.1618,0.3456,0.4669,0.1845,0.254,269.0,272.0,yes
BLAZE,numpy/numpy,qiskit/qiskit,CP-transfer,0.2794,0.5294,0.636,0.3323,0.3959,269.0,272.0,yes
BLAZE,qiskit/qiskit,numpy/numpy,WP-small,0.2298,0.4907,0.5963,0.3175,0.3541,161.0,161.0,yes
BLAZE,qiskit/qiskit,numpy/numpy,WP-large,0.3354,0.5839,0.6646,0.3975,0.4506,161.0,161.0,yes
BLAZE,qiskit/qiskit,numpy/numpy,CP-cold-start,0.1118,0.2671,0.4037,0.1766,0.1967,161.0,161.0,yes
BLAZE,qiskit/qiskit,numpy/numpy,CP-transfer,0.2484,0.441,0.5528,0.3195,0.3571,161.0,161.0,yes
BLAZE,ipython/ipython,docker/compose,WP-small,0.2051,0.4786,0.5726,0.2799,0.3367,116.0,117.0,yes
BLAZE,ipython/ipython,docker/compose,WP-large,0.3504,0.6667,0.7094,0.4165,0.4934,116.0,117.0,yes
BLAZE,ipython/ipython,docker/compose,CP-cold-start,0.1197,0.4103,0.5726,0.2325,0.256,116.0,117.0,yes
BLAZE,ipython/ipython,docker/compose,CP-transfer,0.2735,0.547,0.6752,0.3481,0.4122,116.0,117.0,yes
BLAZE,docker/compose,ipython/ipython,WP-small,0.1538,0.3373,0.4497,0.2212,0.2449,169.0,169.0,yes
BLAZE,docker/compose,ipython/ipython,WP-large,0.3432,0.6331,0.6982,0.4015,0.4726,169.0,169.0,yes
BLAZE,docker/compose,ipython/ipython,CP-cold-start,0.0828,0.142,0.1953,0.1111,0.1259,169.0,169.0,yes
BLAZE,docker/compose,ipython/ipython,CP-transfer,0.1775,0.4911,0.5562,0.2588,0.3116,169.0,169.0,yes
BLAZE,wagtail/wagtail,docker/compose,WP-small,0.2051,0.4872,0.5726,0.2741,0.3332,116.0,117.0,yes
BLAZE,wagtail/wagtail,docker/compose,WP-large,0.359,0.6496,0.7265,0.4111,0.5001,116.0,117.0,yes
BLAZE,wagtail/wagtail,docker/compose,CP-cold-start,0.1111,0.4103,0.5641,0.2228,0.2537,116.0,117.0,yes
BLAZE,wagtail/wagtail,docker/compose,CP-transfer,0.2564,0.5043,0.6325,0.3159,0.3774,116.0,117.0,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,WP-small,0.1067,0.52,0.6133,0.2417,0.3107,74.0,75.0,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,WP-large,0.32,0.5467,0.7067,0.3261,0.4475,74.0,75.0,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,CP-cold-start,0.0,0.0,0.0,0.0121,0.0098,74.0,75.0,yes
TRANP-CNN,jupyterlab/jupyterlab,lightning-ai/lightning,CP-transfer,0.32,0.5733,0.68,0.2914,0.4305,74.0,75.0,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,WP-small,0.175,0.375,0.5,0.2624,0.2672,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,WP-large,0.25,0.475,0.5,0.3271,0.3273,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.05,0.0141,0.0139,20.0,40.0,yes
TRANP-CNN,lightning-ai/lightning,jupyterlab/jupyterlab,CP-transfer,0.275,0.5,0.5,0.3446,0.3508,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-small,0.0373,0.1553,0.1925,0.0836,0.0989,69.0,161.0,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,WP-large,0.0497,0.1863,0.2422,0.1073,0.1161,69.0,161.0,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-cold-start,0.0186,0.0559,0.0683,0.0337,0.0366,69.0,161.0,yes
TRANP-CNN,jupyterlab/jupyterlab,numpy/numpy,CP-transfer,0.0373,0.1615,0.1988,0.0929,0.0982,69.0,161.0,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-small,0.25,0.425,0.5,0.3053,0.3136,20.0,40.0,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,WP-large,0.225,0.475,0.5,0.3219,0.3273,20.0,40.0,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0021,0.002,20.0,40.0,yes
TRANP-CNN,numpy/numpy,jupyterlab/jupyterlab,CP-transfer,0.225,0.5,0.5,0.3321,0.3375,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,WP-small,0.0794,0.1693,0.2011,0.1059,0.117,47.0,189.0,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,WP-large,0.0688,0.1746,0.2011,0.1052,0.1129,47.0,189.0,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,CP-cold-start,0.0212,0.1323,0.1799,0.0638,0.0701,47.0,189.0,yes
TRANP-CNN,jupyterlab/jupyterlab,mesonbuild/meson,CP-transfer,0.0476,0.1534,0.1958,0.0864,0.0953,47.0,189.0,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,WP-small,0.125,0.35,0.5,0.2159,0.2149,20.0,40.0,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,WP-large,0.225,0.475,0.475,0.3296,0.3392,20.0,40.0,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,CP-cold-start,0.0,0.0,0.0,0.0032,0.0031,20.0,40.0,yes
TRANP-CNN,mesonbuild/meson,jupyterlab/jupyterlab,CP-transfer,0.25,0.475,0.475,0.335,0.3385,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,WP-small,0.0421,0.2421,0.3474,0.1048,0.1312,70.0,95.0,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,WP-large,0.0737,0.2526,0.3474,0.1255,0.1565,70.0,95.0,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,CP-cold-start,0.0,0.0105,0.0211,0.011,0.0111,70.0,95.0,yes
TRANP-CNN,jupyterlab/jupyterlab,localstack/localstack,CP-transfer,0.0421,0.2,0.3053,0.1032,0.1257,70.0,95.0,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,WP-small,0.275,0.4,0.475,0.3188,0.3303,20.0,40.0,yes
TRANP-CNN,localstack/localstack,jupyterlab/jupyterlab,WP-large,0.275,0.475,0.5,0.349,0.3492,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,WP-small,0.122,0.2317,0.2927,0.1461,0.1874,42.0,82.0,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,WP-large,0.122,0.2561,0.2927,0.1489,0.1811,42.0,82.0,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,CP-cold-start,0.0,0.0854,0.1585,0.0395,0.0507,42.0,82.0,yes
TRANP-CNN,jupyterlab/jupyterlab,prefecthq/prefect,CP-transfer,0.0488,0.2805,0.3415,0.1307,0.1622,42.0,82.0,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,WP-small,0.125,0.4,0.5,0.2195,0.2288,20.0,40.0,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,WP-large,0.15,0.475,0.5,0.2848,0.2869,20.0,40.0,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,WP-small,0.08,0.16,0.4,0.1291,0.1496,25.0,25.0,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,WP-large,0.16,0.6,0.72,0.2895,0.3501,25.0,25.0,yes
TRANP-CNN,jupyterlab/jupyterlab,pydata/xarray,CP-cold-start,0.0,0.0,0.08,0.0252,0.0283,25.0,25.0,yes
TRANP-CNN,prefecthq/prefect,jupyterlab/jupyterlab,CP-cold-start,0.025,0.2,0.325,0.0978,0.0996,20.0,40.0,yes
